x,y
280,384
343,463
443,185
260,142
344,217
113,106
92,107
477,71
287,11
189,285
267,365
368,386
251,431
263,83
313,240
348,401
422,483
279,65
412,251
210,344
266,251
220,190
285,416
397,445
42,213
275,386
436,335
114,352
75,308
415,382
241,156
269,101
46,387
482,136
427,6
339,267
405,31
226,66
347,311
112,229
17,480
28,75
402,499
153,94
399,257
76,231
421,165
366,401
372,164
489,266
210,483
350,64
95,420
382,400
205,209
489,412
241,352
15,72
457,318
324,83
32,301
374,424
13,475
462,171
52,293
271,343
418,142
303,281
194,350
143,328
87,258
465,416
380,176
424,435
436,246
185,448
99,350
223,147
351,240
88,335
57,143
469,82
267,51
40,458
359,257
101,204
200,122
427,14
4,222
30,135
226,201
69,298
434,125
143,134
117,37
308,186
306,118
294,497
142,223
165,477
263,211
439,369
62,320
295,77
318,498
176,397
157,162
311,61
217,38
496,386
383,480
412,373
351,240
485,376
47,368
203,497
457,284
155,262
108,258
39,36
318,441
495,292
149,470
486,328
178,284
190,245
493,293
180,381
397,113
50,342
124,351
304,224
215,176
295,13
373,348
289,106
423,361
183,408
460,91
367,442
194,236
471,31
287,155
219,453
324,95
165,248
338,466
258,149
80,312
354,23
165,93
90,304
283,20
385,345
145,266
498,232
191,287
444,95
138,355
350,301
434,7
358,178
92,424
28,126
9,289
265,242
73,384
408,437
373,143
151,12
445,474
61,327
24,354
200,387
37,369
287,160
50,288
348,487
11,187
47,364
233,200
168,36
133,152
323,281
431,311
149,291
427,411
229,276
417,133
469,359
62,267
189,245
372,141
166,145
460,61
77,95
371,488
242,60
111,360
70,217
54,10
243,8
269,153
152,214
484,142
122,359
440,473
399,182
159,435
47,25
483,227
189,316
87,365
460,485
65,86
144,115
221,471
220,174
407,427
444,250
363,213
494,144
7,66
156,262
219,108
251,173
277,159
238,24
85,330
178,170
308,337
165,155
213,290
18,391
202,24
131,158
427,273
367,88
252,488
115,167
404,417
435,127
217,191
428,36
103,370
62,102
358,359
483,53
429,377
352,302
81,116
289,146
122,182
409,153
216,362
81,132
74,240
41,229
38,432
143,292
57,244
490,22
52,380
298,98
384,13
365,463
213,427
485,353
387,208
51,294
386,76
363,45
460,352
100,400
108,153
479,298
